name,handle,public_date,raw_body,body_text,summary_text,sources,industry_ids,,,
charlie rose,@charlierose,20-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 20, 2017</p>
<p>Multiple women have said that he sexually harassed them. He has been fired by CBS, PBS, and Bloomberg.</p>
</div>","Publicly reported.        November 20, 2017. Multiple women have said that he sexually harassed them. He has been fired by CBS, PBS, and Bloomberg.","Multiple women have said that he sexually harassed them. He has been fired by CBS, PBS, and Bloomberg","['https://www.washingtonpost.com/investigations/eight-women-say-charlie-rose-sexually-harassed-them--with-nudity-groping-and-lewd-calls/2017/11/20/9b168de8-caec-11e7-8321-481fd63f174d_story.html?utm_term=.879296022b7a', 'https://www.nbcnews.com/storyline/sexual-misconduct/tv-host-charlie-rose-suspended-apologizes-after-sexual-harassment-accusations-n822691']",media,,,
glenn thrush,@GlennThrush,20-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 20, 2017</p>
<p>Multiple women have said that he made unwanted advances toward them. He was suspended by the New York Times and removed from the White House beat.</p>
</div>","Publicly reported.        November 20, 2017. Multiple women have said that he made unwanted advances toward them. He was suspended by the New York Times and removed from the White House beat.",Multiple women have said that he made unwanted advances toward them. He was suspended by the New York Times and removed from the White House beat,"['https://www.vox.com/policy-and-politics/2017/11/20/16678094/glenn-thrush-new-york-times', 'https://www.nytimes.com/2017/12/20/business/media/glenn-thrush-suspension-white-house.html?smid=tw-share']",media,,,
matt zimmerman,@CoachZ_ARKANSAS,16-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 16, 2017</p>
<p>Multiple people have said he pursued relationships with young women who worked with him, and sent inappropriate text messages. He has been fired.</p>
</div>","Publicly reported.        November 16, 2017. Multiple people have said he pursued relationships with young women who worked with him, and sent inappropriate text messages. He has been fired.","Multiple people have said he pursued relationships with young women who worked with him, and sent inappropriate text messages. He has been fired","['http://variety.com/2017/tv/news/nbc-news-booker-sexual-harassment-fired-severance-1202617053/', 'https://www.hollywoodreporter.com/news/nbc-news-booker-matt-zimmerman-fired-harassment-claims-1058026']",media,,,
kaj larsen,@kajlarsen,15-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 15, 2017</p>
<p>A woman has reported that he subjected her to unwanted touching and inappropriate sexual comments. He is no longer at the company.</p>
</div>","Publicly reported.        November 15, 2017. A woman has reported that he subjected her to unwanted touching and inappropriate sexual comments. He is no longer at the company.",A woman has reported that he subjected her to unwanted touching and inappropriate sexual comments. He is no longer at the company,['https://www.thedailybeast.com/unsafe-and-just-plain-dirty-women-accuse-vice-of-toxic-sexual-harassment-culture'],media,,,
vince ingenito,@Vincogneato,13-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 13, 2017</p>
<p>A woman has reported that he sexually harassed her and a female co-worker. In March, he said he had been laid off.</p>
</div>","Publicly reported.        November 13, 2017. A woman has reported that he sexually harassed her and a female co-worker. In March, he said he had been laid off.","A woman has reported that he sexually harassed her and a female co-worker. In March, he said he had been laid off",['https://kotaku.com/ign-employees-walk-out-after-former-employees-sexual-ha-1820409833'],media,,,
jann wenner,@JannWenner,10-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 10, 2017</p>
<p>Multiple people have said he sexually harassed or assaulted them or subjected them to unwanted advances or touching.</p>
</div>","Publicly reported.        November 10, 2017. Multiple people have said he sexually harassed or assaulted them or subjected them to unwanted advances or touching.",Multiple people have said he sexually harassed or assaulted them or subjected them to unwanted advances or touching,"['https://www.buzzfeed.com/maryanngeorgantopoulos/jann-wenner?utm_term=.ruPrGlY8dY#.ixZnp7K6wK', 'https://www.buzzfeed.com/maryanngeorgantopoulos/jann-wenner-jonathan-wells?utm_term=.uhwjZaDaq#.hrk5kzVzv']",media,,,
michael hafford,@michaelhafford,3-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November  3, 2017</p>
<p>Multiple women have reported that he raped or abused them. He has been banned from contributing to Vice websites.</p>
</div>","Publicly reported.        November 3, 2017. Multiple women have reported that he raped or abused them. He has been banned from contributing to Vice websites.",Multiple women have reported that he raped or abused them. He has been banned from contributing to Vice websites,['https://jezebel.com/former-male-feminist-columnist-faces-multiple-allegatio-1819266286'],media,,,
david corn,@DavidCornDC,2-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November  2, 2017</p>
<p>Multiple people have said he engaged in inappropriate workplace behavior, including unwanted touching and rape jokes. Mother Jones investigated previous reports, and did so again when new information surfaced, finding no misconduct.</p>
</div>","Publicly reported.        November 2, 2017. Multiple people have said he engaged in inappropriate workplace behavior, including unwanted touching and rape jokes. Mother Jones investigated previous reports, and did so again when new information surfaced, finding no misconduct.","Multiple people have said he engaged in inappropriate workplace behavior, including unwanted touching and rape jokes. Mother Jones investigated previous reports, and did so again when new information surfaced, finding no misconduct",['https://www.politico.com/story/2017/11/02/david-corn-mother-jones-workplace-behavior-probe-244482'],media,,,
michael oreskes,@MichaelOreskes,31-Oct-17,"<div class=""info-body"">
<p>Publicly reported
              October 31, 2017</p>
<p>Multiple women have reported that he sexually harassed them. He has resigned from NPR.</p>
</div>","Publicly reported.        October 31, 2017. Multiple women have reported that he sexually harassed them. He has resigned from NPR.",Multiple women have reported that he sexually harassed them. He has resigned from NPR,"['https://www.washingtonpost.com/lifestyle/style/nprs-top-editor-accused-of-sexual-harassment-by-two-women/2017/10/31/a2078bea-bdf7-11e7-959c-fe2b598d8c00_story.html?utm_term=.b4dda71446b3', 'https://www.npr.org/2017/11/03/561952314/tensions-build-in-npr-newsroom-over-handling-of-sexual-harassment-allegations']",media,,,
hamilton fish,@hamfish,29-Oct-17,"<div class=""info-body"">
<p>Publicly reported
              October 29, 2017</p>
<p>Multiple people said he subjected female employees to inappropriate remarks, touching, and unfair treatment. He has resigned from the New Republic.</p>
</div>","Publicly reported.        October 29, 2017. Multiple people said he subjected female employees to inappropriate remarks, touching, and unfair treatment. He has resigned from the New Republic.","Multiple people said he subjected female employees to inappropriate remarks, touching, and unfair treatment. He has resigned from the New Republic","['https://twitter.com/melbournecoal/status/924815754532442112', 'https://www.nytimes.com/2017/11/03/business/media/hamilton-fish-new-republic-resignation.html', 'https://www.huffingtonpost.com/entry/hamilton-fish-new-republic-nation-institute-women_us_59f79183e4b0c0c8e67c258e']",media,,,
mark halperin,@MarkHalperin,25-Oct-17,"<div class=""info-body"">
<p>Publicly reported
              October 25, 2017</p>
<p>Multiple women have reported that he sexually harassed them, in some cases by pressing his genitals against them. He has been dismissed by NBC News and MSNBC, and a book and TV project have been canceled.</p>
</div>","Publicly reported.        October 25, 2017. Multiple women have reported that he sexually harassed them, in some cases by pressing his genitals against them. He has been dismissed by NBC News and MSNBC, and a book and TV project have been canceled.","Multiple women have reported that he sexually harassed them, in some cases by pressing his genitals against them. He has been dismissed by NBC News and MSNBC, and a book and TV project have been canceled","['https://www.vox.com/identities/2017/10/26/16552672/mark-halperin-msnbc-nbc-abc-news-harassment-allegations', 'http://money.cnn.com/2017/10/25/media/mark-halperin-sexual-harassment-allegations/index.html', 'https://www.nytimes.com/2017/10/30/business/media/mark-halperin-msnbc.html']",media,,,
leon wieseltier,@leonwieseltier,24-Oct-17,"<div class=""info-body"">
<p>Publicly reported
              October 24, 2017</p>
<p>Multiple women have said he sexually harassed them. The magazine he was to head has been shuttered.</p>
</div>","Publicly reported.        October 24, 2017. Multiple women have said he sexually harassed them. The magazine he was to head has been shuttered.",Multiple women have said he sexually harassed them. The magazine he was to head has been shuttered,"['http://www.politico.com/story/2017/10/24/leon-wieseltier-new-republic-emerson-collective-workplace-conduct-244120', 'https://www.theatlantic.com/entertainment/archive/2017/10/leon-wieseltier-a-reckoning/544209/', 'https://www.vox.com/first-person/2017/11/9/16624588/new-republic-harassment', 'http://www.slate.com/blogs/browbeat/2017/11/17/actors_and_writers_who_have_lost_roles_in_harasser_s_canceled_projects.html']",media,,,
knight landesman,@knightlandesman,24-Oct-17,"<div class=""info-body"">
<p>Publicly reported
              October 24, 2017</p>
<p>Multiple women and men have accused him of sexual harassment or unwanted touching. He has resigned.</p>
</div>","Publicly reported.        October 24, 2017. Multiple women and men have accused him of sexual harassment or unwanted touching. He has resigned.",Multiple women and men have accused him of sexual harassment or unwanted touching. He has resigned,"['https://news.artnet.com/art-world/artforum-knight-landesman-accused-sexual-misconduct-1125749', 'https://www.nytimes.com/2017/10/25/nyregion/knight-landesman-artforum-sexual-harassment-lawsuit.html']",media,,,
lockhart steele,@Lock,20-Oct-17,"<div class=""info-body"">
<p>Publicly reported
              October 20, 2017</p>
<p>A former employee has reported unwanted kissing and touching by him. He has been fired.</p>
</div>","Publicly reported.        October 20, 2017. A former employee has reported unwanted kissing and touching by him. He has been fired.",A former employee has reported unwanted kissing and touching by him. He has been fired,"['http://variety.com/2017/digital/news/vox-media-lockhart-steele-fired-sexual-harassment-1202595146/', 'https://medium.com/eden-the-cat/why-im-not-surprised-when-i-hear-that-powerful-men-are-fucking-creeps-119f0cbd3f07']",media,,,
harry knowles,@headgeek666,23-Sep-17,"<div class=""info-body"">
<p>Publicly reported
              September 23, 2017</p>
<p>Multiple women have reported that he sexually harassed or assaulted them. He has stepped down from Ain’t It Cool News.</p>
</div>","Publicly reported.        September 23, 2017. Multiple women have reported that he sexually harassed or assaulted them. He has stepped down from Ain’t It Cool News.",Multiple women have reported that he sexually harassed or assaulted them. He has stepped down from Ain’t It Cool News,"['https://twitter.com/MissBrittHayes/status/911749521469829120', 'https://splinternews.com/alamo-drafthouses-long-history-of-minimizing-sexual-ass-1822816916', 'http://www.indiewire.com/2017/09/women-accuse-harry-knowles-sexual-assault-harassment-1201880349/', 'http://www.indiewire.com/2017/09/harry-knowles-sexual-assault-alamo-drafthouse-1201878971/']",media,,,
charles payne,@cvpayne,18-Sep-17,"<div class=""info-body"">
<p>Publicly reported
              September 18, 2017</p>
<p>A woman says that he raped her, and that Fox retaliated against her when she reported the experience. Payne was suspended but has returned to work following an investigation.</p>
</div>","Publicly reported.        September 18, 2017. A woman says that he raped her, and that Fox retaliated against her when she reported the experience. Payne was suspended but has returned to work following an investigation.","A woman says that he raped her, and that Fox retaliated against her when she reported the experience. Payne was suspended but has returned to work following an investigation","['https://www.nytimes.com/2017/09/18/business/media/fox-news-lawsuit-charles-payne.html?_r=0&referer=https://t.co/cHk4pk4SDw?amp=1', 'https://www.vox.com/identities/2017/9/19/16333852/fox-news-charles-payne-scottie-nell-hughes-gender-discrimination']",media,,,
eric bolling,@ericbolling,4-Aug-17,"<div class=""info-body"">
<p>Publicly reported
              August  4, 2017</p>
<p>Multiple people say he sent unsolicited photos of male genitals to at least 3 colleagues. He has left Fox News, and his show has been canceled.</p>
</div>","Publicly reported.        August 4, 2017. Multiple people say he sent unsolicited photos of male genitals to at least 3 colleagues. He has left Fox News, and his show has been canceled.","Multiple people say he sent unsolicited photos of male genitals to at least 3 colleagues. He has left Fox News, and his show has been canceled","['https://www.huffingtonpost.com/entry/eric-bolling-fox-news-text-messages_us_5984d2bbe4b0cb15b1be6d65?hd6', 'https://www.nytimes.com/2017/09/08/business/media/fox-news-ousts-eric-bolling-after-probe-into-lewd-text-messages.html', 'https://www.vox.com/identities/2017/9/19/16333852/fox-news-charles-payne-scottie-nell-hughes-gender-discrimination']",media,,,
sean hannity,@seanhannity,21-Apr-17,"<div class=""info-body"">
<p>Publicly reported
              April 21, 2017</p>
<p>A former Fox News guest has said he asked her to come back to his hotel, and did not invite her back on his show after she refused.</p>
</div>","Publicly reported.        April 21, 2017. A former Fox News guest has said he asked her to come back to his hotel, and did not invite her back on his show after she refused.","A former Fox News guest has said he asked her to come back to his hotel, and did not invite her back on his show after she refused","['https://art19.com/shows/pat-campbell-podcast/episodes/6a6aad9e-7c69-489d-8731-5273d1ee23ee', 'https://art19.com/shows/pat-campbell-podcast/episodes/6a6aad9e-7c69-489d-8731-5273d1ee23ee', 'https://www.nbcnews.com/news/us-news/sean-hannity-denies-right-wing-blogger-s-sex-harassment-claim-n750211']",media,,,
andy rubin,@Arubin,25-Oct-18,"<div class=""info-body"">
<p>Publicly reported
              October 25, 2018</p>
<p>A Google employee accused him of coercing her into oral sex, and a company investigation found her claim credible, according to two Google executives. He resigned from Google in 2014 with a $90 million exit package.</p>
</div>","Publicly reported.        October 25, 2018. A Google employee accused him of coercing her into oral sex, and a company investigation found her claim credible, according to two Google executives. He resigned from Google in 2014 with a $90 million exit package.","A Google employee accused him of coercing her into oral sex, and a company investigation found her claim credible, according to two Google executives. He resigned from Google in 2014 with a $90 million exit package",['https://www.nytimes.com/2018/10/25/technology/google-sexual-harassment-andy-rubin.html'],business-tech,,,
richard devaul,@rdevaul,25-Oct-18,"<div class=""info-body"">
<p>Publicly reported
              October 25, 2018</p>
<p>A woman whom DeVaul had interviewed for a job says he invited her to what she thought was a professional meeting, then asked her to take off her shirt and offered her a back rub. He has apologized for an “error of judgment,” and Google has taken unspecified “corrective action.”</p>
</div>","Publicly reported.        October 25, 2018. A woman whom DeVaul had interviewed for a job says he invited her to what she thought was a professional meeting, then asked her to take off her shirt and offered her a back rub. He has apologized for an “error of judgment,” and Google has taken unspecified “corrective action.”","A woman whom DeVaul had interviewed for a job says he invited her to what she thought was a professional meeting, then asked her to take off her shirt and offered her a back rub. He has apologized for an “error of judgment,” and Google has taken unspecified “corrective action.",['https://www.nytimes.com/2018/10/25/technology/google-sexual-harassment-andy-rubin.html'],business-tech,,,
amit singhal,@theamitsinghal,25-Oct-18,"<div class=""info-body"">
<p>Publicly reported
              October 25, 2018</p>
<p>An employee said that he groped her, according to three people briefed on the incident. He resigned and received an exit package worth millions of dollars, they said.</p>
</div>","Publicly reported.        October 25, 2018. An employee said that he groped her, according to three people briefed on the incident. He resigned and received an exit package worth millions of dollars, they said.","An employee said that he groped her, according to three people briefed on the incident. He resigned and received an exit package worth millions of dollars, they said",['https://www.nytimes.com/2018/10/25/technology/google-sexual-harassment-andy-rubin.html'],business-tech,,,
demos parneros,@DemosParneros,28-Aug-18,"<div class=""info-body"">
<p>Publicly reported
              August 28, 2018</p>
<p>A former employee said he sexually harassed her. He was fired for this and other violations of company policies, according to Barnes &amp; Noble.</p>
</div>","Publicly reported.        August 28, 2018. A former employee said he sexually harassed her. He was fired for this and other violations of company policies, according to Barnes & Noble.","A former employee said he sexually harassed her. He was fired for this and other violations of company policies, according to Barnes & Noble",['https://www.nytimes.com/2018/08/28/business/barnes-noble-ceo-sexual-harassment-lawsuit.html'],business-tech,,,
nick caporella,,3-Jul-18,"<div class=""info-body"">
<p>Publicly reported
              July  3, 2018</p>
<p>Two pilots have said he touched them inappropriately while flying with them on his business jet. They are suing.</p>
</div>","Publicly reported.        July 3, 2018. Two pilots have said he touched them inappropriately while flying with them on his business jet. They are suing.",Two pilots have said he touched them inappropriately while flying with them on his business jet. They are suing,"['https://www.wsj.com/articles/billionaire-behind-lacroix-accused-of-improper-touching-by-two-pilots-1530648681', 'https://www.vox.com/2018/7/3/17532606/lacroix-ceo-nick-caporella-touching-sexual-misconduct-allegations']",business-tech,,,
terdema ussery,,20-Feb-18,"<div class=""info-body"">
<p>Publicly reported
              February 20, 2018</p>
<p>Multiple women say he subjected them to unwanted advances or touching, or other inappropriate behavior, while they worked for the Mavericks or Under Armour.</p>
</div>","Publicly reported.        February 20, 2018. Multiple women say he subjected them to unwanted advances or touching, or other inappropriate behavior, while they worked for the Mavericks or Under Armour.","Multiple women say he subjected them to unwanted advances or touching, or other inappropriate behavior, while they worked for the Mavericks or Under Armour","['https://www.si.com/nba/2018/02/20/dallas-mavericks-sexual-misconduct-investigation-mark-cuban-response', 'https://www.abc2news.com/news/national/former-under-armour-president-accused-of-sexual-misconduct']",business-tech,,,
steve wynn,,27-Jan-18,"<div class=""info-body"">
<p>Publicly reported
              January 27, 2018</p>
<p>Dozens of people have said that he pressured female employees to perform sex acts, exposed himself, or engaged in unwanted touching. He has resigned from the RNC and from Wynn Resorts.</p>
</div>","Publicly reported.        January 27, 2018. Dozens of people have said that he pressured female employees to perform sex acts, exposed himself, or engaged in unwanted touching. He has resigned from the RNC and from Wynn Resorts.","Dozens of people have said that he pressured female employees to perform sex acts, exposed himself, or engaged in unwanted touching. He has resigned from the RNC and from Wynn Resorts","['https://www.wsj.com/articles/dozens-of-people-recount-pattern-of-sexual-misconduct-by-las-vegas-mogul-steve-wynn-1516985953', 'https://www.nytimes.com/2018/02/06/business/steve-wynn-resigns.html', 'https://www.politico.com/story/2018/01/27/steve-wynn-resign-rnc-finance-chair-sexual-misconduct-accusations-373768']",business-tech,,,
max ogden,@maxogden,15-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 15, 2017</p>
<p>A former partner reported that Ogden was sexually abusive, controlling, and coercive. Ogden has stepped down from leadership roles with Code for Science &amp; Society and the Dat Project.</p>
</div>","Publicly reported.        December 15, 2017. A former partner reported that Ogden was sexually abusive, controlling, and coercive. Ogden has stepped down from leadership roles with Code for Science & Society and the Dat Project.","A former partner reported that Ogden was sexually abusive, controlling, and coercive. Ogden has stepped down from leadership roles with Code for Science & Society and the Dat Project","['https://medium.com/@maxogden/statement-to-the-community-c8356dbdd392', 'https://twitter.com/jllord/status/941033391750819845', 'https://blog.datproject.org/2017/12/20/organization-changes-dat-css/']",business-tech,,,
sam isaly,@samueldisaly,5-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December  5, 2017</p>
<p>Multiple people have reported that he sexually harassed female employees. He announced plans to retire.</p>
</div>","Publicly reported.        December 5, 2017. Multiple people have reported that he sexually harassed female employees. He announced plans to retire.",Multiple people have reported that he sexually harassed female employees. He announced plans to retire,"['https://www.statnews.com/2017/12/05/orbimed-isaly-sexual-harrassment/', 'https://www.usatoday.com/story/money/2017/12/08/biotech-hedge-fund-founder-sam-isaly-steps-down-amid-sexual-harassment-allegations/933808001/', 'http://www.massdevice.com/orbimed-founder-isaly-harassment-allegations/', 'https://www.wsj.com/articles/orbimed-founder-isaly-steps-down-amid-allegations-of-sexual-harassment-1512957886']",business-tech,,,
shervin pishevar,@shervin,30-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 30, 2017</p>
<p>Multiple woman say he sexually assaulted or harassed them. He has resigned from Sherpa Capital.</p>
</div>","Publicly reported.        November 30, 2017. Multiple woman say he sexually assaulted or harassed them. He has resigned from Sherpa Capital.",Multiple woman say he sexually assaulted or harassed them. He has resigned from Sherpa Capital,"['https://www.bloomberg.com/news/articles/2017-12-01/uber-investor-shervin-pishevar-accused-of-sexual-misconduct-by-multiple-women', 'https://www.theverge.com/2017/12/14/16778226/shervin-pishevar-exits-sherpa-capital-sexual-assault-allegations']",business-tech,,,
howie rubin,@Howard_A_Rubin,3-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November  3, 2017</p>
<p>Three women have reported that he raped and beat them.</p>
</div>","Publicly reported.        November 3, 2017. Three women have reported that he raped and beat them.",Three women have reported that he raped and beat them,"['https://nypost.com/2017/11/03/portfolio-manager-accused-of-raping-beating-women-in-penthouse-dungeon/', 'https://www.cnbc.com/2017/11/09/millionaire-accused-of-raping-models-its-a-web-of-lies.html']",business-tech,,,
caleb jennings,CalebJennings,24-Oct-17,"<div class=""info-body"">
<p>Publicly reported
              October 24, 2017</p>
<p>Multiple SEIU staffers reported that he had a sexist attitude and physically assaulted a female staffer, who was later fired. A criminal court found him not guilty of assault. He has been fired.</p>
</div>","Publicly reported.        October 24, 2017. Multiple SEIU staffers reported that he had a sexist attitude and physically assaulted a female staffer, who was later fired. A criminal court found him not guilty of assault. He has been fired.","Multiple SEIU staffers reported that he had a sexist attitude and physically assaulted a female staffer, who was later fired. A criminal court found him not guilty of assault. He has been fired",['https://www.buzzfeed.com/coralewis/fight-for-15-shakeup?utm_term=.vd1bwYR2yR#.sfa30rQ52Q'],business-tech,,,
robert scoble,@Scobleizer,19-Oct-17,"<div class=""info-body"">
<p>Publicly reported
              October 19, 2017</p>
<p>Multiple women have reported that he sexually assaulted or harassed them. He has resigned from the Transformation Group.</p>
</div>","Publicly reported.        October 19, 2017. Multiple women have reported that he sexually assaulted or harassed them. He has resigned from the Transformation Group.",Multiple women have reported that he sexually assaulted or harassed them. He has resigned from the Transformation Group,"['https://medium.com/@quinnnorton/robert-scoble-and-me-9b14ee92fffb', 'https://techcrunch.com/2017/10/20/robert-scoble-has-allegedly-continued-to-sexually-harass-women-after-going-sober/', 'https://arstechnica.com/tech-policy/2017/10/several-women-accuse-tech-pundit-robert-scoble-of-sexual-harassment/', 'https://www.usatoday.com/story/tech/2017/10/22/robert-scoble-resigns-transformation-group-after-sexual-harassment-allegations/789071001/']",business-tech,,,
scott courtney,,19-Oct-17,"<div class=""info-body"">
<p>Publicly reported
              October 19, 2017</p>
<p>Multiple people have said he had a history of relationships with young female SEIU staffers, who were later promoted. He has resigned.</p>
</div>","Publicly reported.        October 19, 2017. Multiple people have said he had a history of relationships with young female SEIU staffers, who were later promoted. He has resigned.","Multiple people have said he had a history of relationships with young female SEIU staffers, who were later promoted. He has resigned","['https://www.buzzfeed.com/coralewis/seiu-suspension?utm_term=.eo8A4OyOl#.rjY2pAkAo', 'https://www.buzzfeed.com/coralewis/fight-for-15-shakeup?utm_term=.jh7RL080p#.roXGN505O']",business-tech,,,
chris sacca,@sacca,30-Jun-17,"<div class=""info-body"">
<p>Publicly reported
              June 30, 2017</p>
<p>A woman reported that he touched her face without her consent.</p>
</div>","Publicly reported.        June 30, 2017. A woman reported that he touched her face without her consent.",A woman reported that he touched her face without her consent,"['https://www.nytimes.com/2017/06/30/technology/women-entrepreneurs-speak-out-sexual-harassment.html?_r=0', 'https://medium.com/@sacca/i-have-more-work-to-do-c775c5d56ca1']",business-tech,,,
dave mcclure,@davemcclure,30-Jun-17,"<div class=""info-body"">
<p>Publicly reported
              June 30, 2017</p>
<p>A woman has reported that he sexually assaulted her, and another says he made an unwanted advance. He has said he made inappropriate advances to multiple women and has resigned from 500 Startups.</p>
</div>","Publicly reported.        June 30, 2017. A woman has reported that he sexually assaulted her, and another says he made an unwanted advance. He has said he made inappropriate advances to multiple women and has resigned from 500 Startups.","A woman has reported that he sexually assaulted her, and another says he made an unwanted advance. He has said he made inappropriate advances to multiple women and has resigned from 500 Startups","['https://cherylyeoh.com/2017/07/03/shedding-light-on-the-black-box-of-inappropriateness/', 'https://www.nytimes.com/2017/06/30/technology/women-entrepreneurs-speak-out-sexual-harassment.html?_r=0', 'https://techcrunch.com/2017/07/03/dave-mcclure-has-resigned-as-gp-of-500-startups/', 'https://medium.com/@davemcclure/im-a-creep-i-m-sorry-d2c13e996ea0']",business-tech,,,
justin caldbeck,@caldbeckj,24-Jun-17,"<div class=""info-body"">
<p>Publicly reported
              June 24, 2017</p>
<p>Multiple women have said he made unwanted advances toward them. He has resigned from Binary Capital.</p>
</div>","Publicly reported.        June 24, 2017. Multiple women have said he made unwanted advances toward them. He has resigned from Binary Capital.",Multiple women have said he made unwanted advances toward them. He has resigned from Binary Capital,"['https://techcrunch.com/2017/06/23/female-founders-accuse-vc-justin-caldbeck-of-making-unwanted-advances/', 'https://www.bloomberg.com/news/articles/2017-06-26/vc-firm-binary-imperiled-after-co-founder-admits-misconduct']",business-tech,,,
travis kalanick,@travisk,24-Mar-17,"<div class=""info-body"">
<p>Publicly reported
              June 17, 2017</p>
<p>A female employee has said he visited a bar with escort services, along with her and other employees, making her uncomfortable. Multiple employees also reported discrimination, sexual harassment, and a toxic environment at the company. Kalanick has resigned.</p>
</div>","Publicly reported.        June 17, 2017. A female employee has said he visited a bar with escort services, along with her and other employees, making her uncomfortable. Multiple employees also reported discrimination, sexual harassment, and a toxic environment at the company. Kalanick has resigned.","A female employee has said he visited a bar with escort services, along with her and other employees, making her uncomfortable. Multiple employees also reported discrimination, sexual harassment, and a toxic environment at the company. Kalanick has resigned","['https://www.susanjfowler.com/blog/2017/2/19/reflecting-on-one-very-strange-year-at-uber', 'https://www.cnbc.com/2017/03/27/uber-employees-visit-karaoke-escort-bar-in-seoul.html', 'https://www.nytimes.com/2017/06/21/technology/uber-ceo-travis-kalanick.html?mcubz=0&_r=0']",business-tech,,,
eric bauman,@EricBauman,28-Nov-18,"<div class=""info-body"">
<p>Publicly reported
              November 28, 2018</p>
<p>Multiple people say he made sexually explicit comments in the workplace and other professional settings, and engaged in unwanted touching. He has resigned.</p>
</div>","Publicly reported.        November 28, 2018. Multiple people say he made sexually explicit comments in the workplace and other professional settings, and engaged in unwanted touching. He has resigned.","Multiple people say he made sexually explicit comments in the workplace and other professional settings, and engaged in unwanted touching. He has resigned","['https://www.latimes.com/politics/la-pol-ca-eric-bauman-misconduct-allegations-20181128-story.html', 'https://www.sfchronicle.com/politics/article/Sexual-misconduct-allegations-force-CA-Dem-chair-13432144.php']",politics,,,
charles schwertner,@DrSchwertner,25-Sep-18,"<div class=""info-body"">
<p>Publicly reported
              September 25, 2018</p>
<p>A graduate student at UT Austin said he sent her an explicit text message. A UT Austin investigation found it was “plausible” that a third party had sent the message, though Schwertner did not fully cooperate with the investigation.</p>
</div>","Publicly reported.        September 25, 2018. A graduate student at UT Austin said he sent her an explicit text message. A UT Austin investigation found it was “plausible” that a third party had sent the message, though Schwertner did not fully cooperate with the investigation.","A graduate student at UT Austin said he sent her an explicit text message. A UT Austin investigation found it was “plausible” that a third party had sent the message, though Schwertner did not fully cooperate with the investigation","['https://www.statesman.com/news/state--regional-govt--politics/investigating-sen-charles-schwertner-after-sexual-misconduct-claim/asnidSImg1fcb2FNBZ8iCO/', 'https://www.texastribune.org/2018/12/18/ut-released-records-related-investigation-charles-schwertner/']",politics,,,
brett kavanaugh,,14-Sep-18,"<div class=""info-body"">
<p>Publicly reported
              September 14, 2018</p>
<p>A woman has said he sexually assaulted her, another has said he thrust his genitals in her face without her consent, and others have said they witnessed abusive or inappropriate behavior by him. After a hearing and FBI investigation into some of the allegations, he was confirmed to the Supreme Court.</p>
</div>","Publicly reported.        September 14, 2018. A woman has said he sexually assaulted her, another has said he thrust his genitals in her face without her consent, and others have said they witnessed abusive or inappropriate behavior by him. After a hearing and FBI investigation into some of the allegations, he was confirmed to the Supreme Court.","A woman has said he sexually assaulted her, another has said he thrust his genitals in her face without her consent, and others have said they witnessed abusive or inappropriate behavior by him. After a hearing and FBI investigation into some of the allegations, he was confirmed to the Supreme Court","['https://www.newyorker.com/news/news-desk/a-sexual-misconduct-allegation-against-the-supreme-court-nominee-brett-kavanaugh-stirs-tension-among-democrats-in-congress', 'https://www.washingtonpost.com/investigations/california-professor-writer-of-confidential-brett-kavanaugh-letter-speaks-out-about-her-allegation-of-sexual-assault/2018/09/16/46982194-b846-11e8-94eb-3bd52dfe917b_story.html', 'https://www.newyorker.com/news/news-desk/senate-democrats-investigate-a-new-allegation-of-sexual-misconduct-from-the-supreme-court-nominee-brett-kavanaughs-college-years-deborah-ramirez', 'https://www.nytimes.com/2018/09/24/business/brett-kavanaugh-yearbook-renate.html', 'https://www.vox.com/policy-and-politics/2018/9/26/17905908/julie-swetnick-michael-avenatti-twitter-brett-kavanaugh']",politics,,,
